** Object ID ,** URI,Collection,Series,Sub Series,Container 1,Container 2,Source,** Repository,** Title,** Date,** Date – online search,Dimensions,** Extent,** Creator,** Scope and content,Location,** Access,Publisher,Type,Format,** Language,Rights,** Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Subject 6,
AT-001-011,,AT-001,0,0,0,0,Artefacts - Siddiqi Lab,Archives at NCBS,Vertical electrode puller - Narishige,Unknown,0,30 x 30 x 86 cm,NA,Narishige,Vertical Electrode Puller. Narishige (manufacturing company). Used for the preparation of fine needles in developmental biology. It is a manual system with still functioning gears to hold the needle edges. People who have worked on these setups particularly remember the ‘thuds’ it would make when the task is done and the finality associated with that thud. Still sought after but not in production anymore.,Bangalore,Unrestricted,Archives at NCBS,Artefact,"Artefact, mixed media",NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Electrode puller,Scientific process,Narishige,Developmental biology,,,
MS-003_1_3_3_3_P_0062,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Letter from Paramita,7/30/2001,2001,21x29.7cm,1p,Paramita,Pertains to sending samples of toxins of various species of Conus for testing potency in lab. Attached also were the HPLC spectra to showcase what peaks the samples correspond to and their MALDI results.,Unknown,Unrestricted,Archives at NCBS,Letter,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conotoxin,Conus species,Toxicity,Drosophila melanogaster,HPLC,MALDI,
MS-003_1_3_3_3_P_0103,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Classification of disulfide containing conotoxins ,Undated,0,21x29.7cm,1p,Unknown,Table showing types of conotoxins classified on the basis of structure.,Unknown,Unrestricted,Archives at NCBS,Printed note,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Classification,Conotoxin,Disulfide,Superfamily,Cysteine pattern,Conus sp.,
MS-003_1_3_3_3_P_0104,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Classification of conotoxins from Indian Conus species,Undated,0000,21x29.7cm,1p,Unknown,Classification of conotoxins obtained from Indian Conus species in their putative superfamily (protein) according to their sequence.,Unknown,Unrestricted,Archives at NCBS,Printed note,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conotoxin,Classification,Superfamily,India,Conus ,Protein,
MS-003_1_7_3_7_0031-0070,,MS-003,1,7,3,7,KS Krishnan papers,Archives at NCBS,"Birds and butterflies on TIFR, Mumbai campus",1997 ca,1997,21x29.7cm,40p,Unknown,Pictures and description of birds and butterflies as a collection for a booklet on the fauna at campus on the occasion of TIFR's Golden Jubilee.,Unknown,Unrestricted,Archives at NCBS,Note,Computer print with images,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Birds,Butterflies,TIFR,Mumbai,Campus,Fauna,
MS-003_1_7_3_7_P_0001,,MS-003,1,7,3,7,KS Krishnan papers,Archives at NCBS,"Letter to V. Singh, Director, TIFR",4/7/1997,1997,21x29.7cm,1p,"Krishnan, K. S.",Letter requesting approval from the Director to publish a booklet of pictures of identified species of birds and butterflies on campus as a part of the Golden Jubilee celebrations as per his suggestion.,"Mumbai, India",Unrestricted,Archives at NCBS,Correspondence,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Birds,Butterflies,Golden Jubilee,TIFR,Mumbai,Fauna,
MS-003_1_7_3_9_0001-0002,,MS-003,1,7,3,9,KS Krishnan papers,Archives at NCBS,Bird watching entry from a trip to Jodhpur/Jaisalmer,Undated,0,9x12 in,1p,Unknown,Record of species of birds spotted on a trip to Jodhpur and Jaisalmer. Also records some local fauna.,"Rajasthan, India",Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Birding,Bird watching,Rajasthan,"Krishnan, KS",Birds,Bird count,
MS-003_1_7_3_9_0021-0040,,MS-003,1,7,3,9,KS Krishnan papers,Archives at NCBS,Notes on 'Sound' and hearing,Undated,0,21x29.7cm,20p,"Krishnan, KS","Thoughts on how the brain processes light and sound, and the significance of sound.",Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Audition,Physics of sound,Animal Communication,Sensory processing,"Feynman, RP",Hearing,
MS-003_1_7_3_9_P_0021,,MS-003,1,7,3,9,KS Krishnan papers,Archives at NCBS,Handwritten note on sensory processing in the brain - focus on vision and audition.,Undated,0,21x29.7cm,1p,"Krishnan, K. S.","Thoughts on how the brain processes light and sound, and the significance of sound",Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Audition,Physics of sound,Animal Communication,Senses,"Feynman, RP",Sensory processing,
MS-003_2_1_7_5_P_0008,,MS-003,2,1,7,8,KS Krishnan papers,Archives at NCBS,K VijayRaghavan's letter seeking KS Krishnan's transfer from TIFR to NCBS,04/06/2007,2007,21x29.7cm,1p,"VijayRaghavan, K",K VijayRaghavan's letter seeking KS Krishnan's residential transfer from TIFR to NCBS for active collaboration with IISc and other marine labs near Chennai on cone snail toxin work. The letter also mentions developing a research programme in ecological sciences.,"Bangalore, India",Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,NCBS,Ecology,Research collaboration with IISc,K. VijayRaghavan,Cone Snail Toxins,Bangalore,
MS-003_2_2_8_1_0005-0028,,MS-003,2,2,8,1,KS Krishnan papers,Archives at NCBS,Research on Wildlife Biology and Conservation by students of a masters course in NCBS,3/31/2012,2012,21x29.7cm,24p,"Kumar, A; Krishnan, K.S.; Ramakrishnan, U","Final report to DST about the research activities at NCBS and CWS by the students of the masters course in wildlife biology and conservation over the period of 17-06-2009 to 31-03-2012. Introduces the various projects, the findings of the same and the publications which arose during the investigation of the same.","Bangalore, India",Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Wildlife programme,NCBS,CWS,MSc,"Ramakrishnan,  U","Kumar, Ajith",
MS-003_2_2_8_1_0246-0262,,MS-003,2,2,8,1,KS Krishnan papers,Archives at NCBS,16th meeting of the steering committee - Wildlife Programme,6/6/2013,2013,21x29.7cm,17p,Unknown,"The agenda of the 16th meeting of the steering committee of the wildlife biology masters course at NCBS. The record covers the minutes of the 14th meeting, a review panel's report and suggestions about the same from NCBS. The review covers the scope and need of the programme, and areas of improvement such as lack of a clearly well defined mission statement, academic coursework, dedicated workspace for students and access to faculty for the students outside the classroom. Challenges arising due to these concerns and recommendations for the same are included.","Bangalore, India",Unrestricted,Archives at NCBS,Report,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Wildlife programme,NCBS,MSc,Conservation,Steering committee,Review,
MS-003_2_2_8_1_P_0001,,MS-003,2,2,8,1,KS Krishnan papers,Archives at NCBS,Wildlife Biology and Conservation programmes at NCBS,Undated,0,21x29.7cm,1p,"Krishnan, KS",Handwritten sheet outlining how the NCBS Wildlife biology and conservation course could be conducted. Also mentions initials of possible faculty at NCBS involved with the Wildlife biology course.,Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Wildlife Biology and Conservation,Faculty,MSc programme,Marine Ecology,Chemical Ecology,Animal Science,
MS-003_2_2_8_1_P_0004,,MS-003,2,2,8,1,KS Krishnan papers,Archives at NCBS,Ideas for the MSc Wildlife Biology and Conservation programme at NCBS,Undated,0,21x29.7cm,1p,"Quader, Suhel","Letter concerning the planning of the wildlife course and its transition from CWS to NCBS. The contents include ideas on conducting the entrance exam, planning a expert review and the members of the committee within a time frame and the teaching of the same.",Unknown,Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,MSc programme,Wildlife Biology and Conservation,NCBS,"CWS, India",Course curriculum,Ecology,
MS-003_2_2_8_2_P_0020,,MS-003,2,2,8,2,KS Krishnan papers,Archives at NCBS,Letter from TM Sahadevan regarding patent of novel conotoxin,2/25/2005,2005,21x29.7cm,1p,"Sahadevan, TM",A novel conotoxin modulating sodium channel: Reports from International Searching Authority on filing of two international patents filed with WIPO,"Bangalore, India",Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conotoxin,Patent,WIPO-PCT,"Balaram, P","Sahadevan, TM",Cone Snails,
